Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_269_929,VDD,Metal1,540.6800,1078.0000,4.999982
FILLER_269_927,VDD,Metal1,539.8400,1078.0000,4.999982
FILLER_269_922,VDD,Metal1,536.7600,1078.0000,4.999982
FILLER_269_856,VDD,Metal1,499.8000,1078.0000,4.999982
FILLER_269_839,VDD,Metal1,490.2800,1078.0000,4.999982
FILLER_269_765,VDD,Metal1,448.8400,1078.0000,4.999976
FILLER_269_763,VDD,Metal1,448.0000,1078.0000,4.999976
FILLER_269_759,VDD,Metal1,446.7000,1078.4325,4.999976
FILLER_269_751,VDD,Metal1,443.4665,1078.5765,4.999976
FILLER_269_672,VDD,Metal1,396.7600,1078.0000,4.999974
FILLER_269_670,VDD,Metal1,395.9200,1078.0000,4.999974
FILLER_269_646,VDD,Metal1,382.4800,1078.0000,4.999968
FILLER_269_632,VDD,Metal1,374.3600,1078.0000,4.999968
FILLER_269_623,VDD,Metal1,369.6000,1078.0000,4.999968
FILLER_269_519,VDD,Metal1,312.3000,1078.4325,4.999968
FILLER_269_422,VDD,Metal1,257.9800,1078.4325,4.999974
FILLER_269_352,VDD,Metal1,217.5600,1078.0000,4.999970
FILLER_269_259,VDD,Metal1,165.4800,1078.0000,4.999969
FILLER_269_257,VDD,Metal1,164.6400,1078.0000,4.999969
FILLER_269_238,VDD,Metal1,154.9400,1078.4325,4.999968
FILLER_269_225,VDD,Metal1,146.4400,1078.0000,4.999965
FILLER_269_223,VDD,Metal1,145.6000,1078.0000,4.999965
FILLER_269_175,VDD,Metal1,118.4400,1078.0000,4.999959
FILLER_269_151,VDD,Metal1,106.2200,1078.4325,4.999959
FILLER_269_142,VDD,Metal1,99.9600,1078.0000,4.999958
FILLER_269_126,VDD,Metal1,91.0000,1078.0000,4.999957
FILLER_269_124,VDD,Metal1,90.1600,1078.0000,4.999957
FILLER_269_110,VDD,Metal1,82.0400,1078.0000,4.999957
FILLER_269_108,VDD,Metal1,81.2000,1078.0000,4.999957
FILLER_269_55,VDD,Metal1,51.2400,1078.0000,4.999958
FILLER_269_20,VDD,Metal1,31.6400,1078.0000,4.999959
FILLER_269_4,VDD,Metal1,22.6800,1078.0000,4.999959
FILLER_269_2,VDD,Metal1,21.8400,1078.0000,4.999959
FILLER_268_1886,VDD,Metal1,1076.6000,1078.0000,4.999967
FILLER_268_1884,VDD,Metal1,1075.7600,1078.0000,4.999967
FILLER_268_1857,VDD,Metal1,1061.5800,1077.5675,4.999966
FILLER_268_1818,VDD,Metal1,1038.5200,1078.0000,4.999965
FILLER_268_1814,VDD,Metal1,1037.5000,1077.5675,4.999965
FILLER_268_1795,VDD,Metal1,1025.6400,1078.0000,4.999964
FILLER_268_1787,VDD,Metal1,1023.6265,1077.4230,4.999964
FILLER_268_1754,VDD,Metal1,1002.9600,1078.0000,4.999962
FILLER_268_1706,VDD,Metal1,975.8000,1078.0000,4.999958
FILLER_268_1704,VDD,Metal1,974.9600,1078.0000,4.999958
FILLER_268_1696,VDD,Metal1,972.6665,1077.4230,4.999958
FILLER_268_1660,VDD,Metal1,950.3200,1078.0000,4.999960
FILLER_268_1652,VDD,Metal1,948.0265,1077.4230,4.999963
FILLER_268_1639,VDD,Metal1,938.2800,1078.0000,4.999964
FILLER_268_1637,VDD,Metal1,937.4400,1078.0000,4.999964
FILLER_268_1602,VDD,Metal1,917.5600,1078.0000,4.999963
FILLER_268_1598,VDD,Metal1,916.5400,1077.5675,4.999963
FILLER_268_1592,VDD,Metal1,911.9600,1078.0000,4.999963
FILLER_268_1561,VDD,Metal1,895.8200,1077.5675,4.999958
FILLER_268_1553,VDD,Metal1,892.5865,1077.4230,4.999958
FILLER_268_1541,VDD,Metal1,883.6800,1078.0000,4.999958
FILLER_268_1537,VDD,Metal1,882.3800,1077.5675,4.999958
FILLER_268_1522,VDD,Metal1,872.7600,1078.0000,4.999958
FILLER_268_1520,VDD,Metal1,871.9200,1078.0000,4.999958
FILLER_268_1511,VDD,Metal1,866.6000,1078.0000,4.999957
FILLER_268_1507,VDD,Metal1,865.5800,1077.5675,4.999957
FILLER_268_1498,VDD,Metal1,859.6000,1078.0000,4.999957
FILLER_268_1494,VDD,Metal1,858.3000,1077.5675,4.999957
FILLER_268_1486,VDD,Metal1,855.0665,1077.4230,4.999957
FILLER_268_1448,VDD,Metal1,831.3200,1078.0000,4.999955
FILLER_268_1446,VDD,Metal1,830.4800,1078.0000,4.999955
FILLER_268_1442,VDD,Metal1,829.1800,1077.5675,4.999955
FILLER_268_1422,VDD,Metal1,819.2265,1077.4230,4.999955
FILLER_268_1416,VDD,Metal1,813.4000,1078.0000,4.999955
FILLER_268_1412,VDD,Metal1,812.3800,1077.5675,4.999955
FILLER_268_1376,VDD,Metal1,791.2800,1078.0000,4.999955
