Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_269_1604,VDD,Metal1,915.9800,1074.5125,4.999921
FILLER_269_1594,VDD,Metal1,909.4400,1074.0800,4.999921
FILLER_269_1586,VDD,Metal1,904.6800,1074.0800,4.999920
FILLER_269_1542,VDD,Metal1,880.0400,1074.0800,4.999922
FILLER_269_1539,VDD,Metal1,878.3600,1074.0800,4.999922
FILLER_269_1535,VDD,Metal1,877.3400,1074.5125,4.999923
FILLER_269_1520,VDD,Metal1,867.7200,1074.0800,4.999926
FILLER_269_1512,VDD,Metal1,865.7065,1074.6565,4.999926
FILLER_269_1505,VDD,Metal1,859.6000,1074.0800,4.999940
FILLER_269_1501,VDD,Metal1,858.3000,1074.5125,4.999941
FILLER_269_1472,VDD,Metal1,843.3065,1074.6565,4.999941
FILLER_269_1459,VDD,Metal1,833.5600,1074.0800,4.999943
FILLER_269_1457,VDD,Metal1,832.7200,1074.0800,4.999943
FILLER_269_1450,VDD,Metal1,828.8000,1074.0800,4.999943
FILLER_269_1446,VDD,Metal1,827.5000,1074.5125,4.999943
FILLER_269_1438,VDD,Metal1,824.2665,1074.6565,4.999948
FILLER_269_1429,VDD,Metal1,816.7600,1074.0800,4.999948
FILLER_269_1421,VDD,Metal1,814.7465,1074.6565,4.999948
FILLER_269_1410,VDD,Metal1,806.1200,1074.0800,4.999952
FILLER_269_1402,VDD,Metal1,804.1065,1074.6565,4.999952
FILLER_269_1399,VDD,Metal1,799.9600,1074.0800,4.999952
FILLER_269_1344,VDD,Metal1,769.1600,1074.0800,4.999937
FILLER_269_1342,VDD,Metal1,768.3200,1074.0800,4.999937
FILLER_269_1338,VDD,Metal1,767.0200,1074.5125,4.999937
FILLER_269_1332,VDD,Metal1,762.4400,1074.0800,4.999937
FILLER_269_1319,VDD,Metal1,755.4400,1074.0800,4.999932
FILLER_269_1313,VDD,Metal1,751.8000,1074.0800,4.999927
FILLER_269_1278,VDD,Metal1,732.2000,1074.0800,4.999927
FILLER_269_1276,VDD,Metal1,731.3600,1074.0800,4.999927
FILLER_269_1272,VDD,Metal1,730.0600,1074.5125,4.999927
FILLER_269_1259,VDD,Metal1,721.5600,1074.0800,4.999927
FILLER_269_1240,VDD,Metal1,710.9200,1074.0800,4.999927
FILLER_269_1192,VDD,Metal1,684.0400,1074.0800,4.999927
FILLER_269_1172,VDD,Metal1,673.1200,1074.0800,4.999927
FILLER_269_1142,VDD,Metal1,656.0400,1074.0800,4.999928
FILLER_269_1094,VDD,Metal1,629.1600,1074.0800,4.999929
FILLER_269_1057,VDD,Metal1,608.4400,1074.0800,4.999928
FILLER_269_1041,VDD,Metal1,599.7600,1074.0800,4.999929
